,video,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,MOS,content,resolution,bitrate,bitrate_mu,AQ,is_AQ_test,level,reference,sureal,MOS_y,sureal_y,aDMOS,sureal_DMOS
281,CHEM_res1080_mu1200_sigma100_rate1197_aqOn.yuv,50,38,2,39,12.0,34,10,56,46,47,67,62.0,49,45,26,47,31,6,23,41,39,25,50,81,39,35,43,41,42,41,37,29,33,33,28,48,37,21,37,54,46.0,44,42,38.51162790697674,CHEM,1080p,1197,1200,On,False,1080p_1200,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,39.03936082866577,66.53488372093024,66.1343358346154,28.023255813953497,27.094975005949628
282,CHEM_res2160_mu3000_sigma300_rate3242_aqOn.yuv,68,37,41,53,48.0,53,46,64,57,65,90,67.0,54,43,21,40,43,60,15,52,49,45,55,77,60,54,51,42,42,40,58,31,80,58,57,47,69,50,46,45,47.0,57,56,51.93023255813954,CHEM,2160p,3242,3000,On,False,2160p_3000,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.2176804488576,66.53488372093024,66.1343358346154,14.604651162790702,14.9166553857578
283,CHEM_res600_mu800_sigma200_rate630_aqOn.yuv,56,11,35,55,,47,18,76,46,64,56,15.0,39,49,8,20,3,25,25,27,24,27,40,63,29,33,30,25,29,26,24,11,47,24,34,35,38,19,42,30,35.0,20,25,32.976190476190474,CHEM,600p,630,800,On,False,600p_800,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,31.835692485840937,66.53488372093024,66.1343358346154,33.558693244739764,34.29864334877446
284,CHEM_res2160_mu1000_sigma100_rate1012_aqOn.yuv,26,26,12,29,16.0,34,5,14,34,30,45,41.0,44,50,11,20,4,5,5,36,20,11,24,52,35,23,50,14,24,28,29,8,24,37,46,28,22,5,12,26,27.0,18,9,24.627906976744185,CHEM,2160p,1012,1000,On,False,2160p_1000,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,26.01652264193721,66.53488372093024,66.1343358346154,41.90697674418605,40.117813192678184
285,CHEM_res720_mu1500_sigma300_rate1833_aqOn.yuv,69,63,38,59,48.0,68,25,54,69,70,73,57.0,71,50,28,41,44,78,51,76,31,49,43,66,45,72,58,51,45,48,57,50,50,43,80,33,38,27,39,55,49.0,61,44,52.69767441860465,CHEM,720p,1833,1500,On,False,720p_1500,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,53.05669588985429,66.53488372093024,66.1343358346154,13.83720930232559,13.07763994476111
286,CHEM_res1080_mu5400_sigma300_rate4943_aqOn.yuv,79,86,44,71,,72,66,43,80,48,66,63.0,92,60,34,50,55,83,70,64,71,49,49,71,60,67,70,53,62,90,78,66,66,86,81,53,72,67,80,81,57.0,98,32,66.30952380952381,CHEM,1080p,4943,5400,On,False,1080p_5400,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.18744188754681,66.53488372093024,66.1343358346154,0.22535991140642864,-0.053106052931411796
287,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61,62,50,67,66.0,46,48,61,65,64,79,67.0,60,68,78,62,52,88,50,63,73,68,38,75,61,41,77,49,75,89,79,64,82,79,84,46,69,73,96,73,75.0,55,83,66.53488372093024,CHEM,2160p,100000,100000,On,False,2160p_100000,CHEM_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.1343358346154,66.53488372093024,66.1343358346154,0.0,0.0
288,EplJuvVsRma-night2_res2160_mu3000_sigma300_rate3107_aqOn.yuv,50,26,20,11,12.0,20,24,45,30,60,49,28.0,45,44,10,32,7,53,1,16,25,37,5,24,36,42,24,22,33,18,28,17,35,25,38,34,10,20,32,27,20.0,16,19,27.209302325581394,EplJuvVsRma-night2,2160p,3107,3000,On,False,2160p_3000,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,27.67171402956524,60.57142857142857,60.67062979014865,33.36212624584718,32.998915760583415
289,EplJuvVsRma-night2_res2160_mu1700_sigma0_rate1700_aqOn.yuv,2,1,2,5,,9,1,38,7,40,5,6.0,11,11,3,2,1,1,4,10,1,3,1,1,32,4,2,3,1,1,1,2,2,1,1,17,3,3,1,1,8.0,4,2,6.0476190476190474,EplJuvVsRma-night2,2160p,1700,1700,On,False,2160p_1700,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,5.646742037651071,60.57142857142857,60.67062979014865,54.52380952380952,55.02388775249758
290,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69,48,48,51,,78,43,61,75,71,69,62.0,77,55,36,53,66,68,49,39,38,50,42,31,62,59,74,64,60,42,58,59,82,60,78,66,58,81,79,64,50.0,91,78,60.57142857142857,EplJuvVsRma-night2,2160p,100000,100000,On,False,2160p_100000,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.67062979014865,60.57142857142857,60.67062979014865,0.0,0.0
291,EplJuvVsRma-night2_res600_mu800_sigma200_rate595_aqOn.yuv,29,20,22,14,56.0,37,19,23,18,28,15,30.0,41,51,10,14,17,14,2,34,1,25,27,19,32,36,19,26,16,10,14,36,27,26,18,40,21,6,24,41,16.0,37,20,23.976744186046513,EplJuvVsRma-night2,600p,595,800,On,False,600p_800,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,24.65422146543203,60.57142857142857,60.67062979014865,36.59468438538205,36.01640832471662
292,EplJuvVsRma-night2_res720_mu1500_sigma300_rate1278_aqOn.yuv,52,38,21,18,23.0,45,21,54,38,51,39,41.0,45,35,21,20,23,23,37,49,24,23,34,12,43,34,29,36,46,36,30,27,34,32,39,44,12,33,40,50,37.0,50,38,34.348837209302324,EplJuvVsRma-night2,720p,1278,1500,On,False,720p_1500,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,34.50548030802298,60.57142857142857,60.67062979014865,26.222591362126245,26.16514948212567
293,EplJuvVsRma-night2_res2160_mu11200_sigma300_rate11053_aqOn.yuv,52,62,40,38,40.0,37,26,20,71,39,58,38.0,61,48,6,52,42,71,33,36,37,28,21,33,39,40,53,67,51,37,50,72,59,47,57,42,34,42,55,44,37.0,61,57,44.95348837209303,EplJuvVsRma-night2,2160p,11053,11200,On,False,2160p_11200,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,46.72012492040998,60.57142857142857,60.67062979014865,15.617940199335543,13.950504869738673
294,EplJuvVsRma-night2_res1080_mu5400_sigma300_rate5259_aqOn.yuv,78,70,53,58,51.0,75,31,74,74,62,75,48.0,74,66,38,52,49,79,50,35,42,43,62,49,68,62,58,61,68,73,54,84,78,63,90,48,67,79,79,73,39.0,80,78,62.55813953488372,EplJuvVsRma-night2,1080p,5259,5400,On,False,1080p_5400,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,61.904167043497125,60.57142857142857,60.67062979014865,-1.9867109634551525,-1.233537253348473
295,EplJuvVsRma-night2_res1080_mu1200_sigma100_rate892_aqOn.yuv,11,49,7,4,2.0,17,4,61,23,50,3,26.0,43,50,2,13,20,15,1,23,12,29,17,1,34,23,9,14,22,2,14,9,11,27,26,22,13,3,11,10,10.0,15,5,17.74418604651163,EplJuvVsRma-night2,1080p,892,1200,On,False,1080p_1200,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,18.49172342159219,60.57142857142857,60.67062979014865,42.82724252491694,42.17890636855646
296,EplJuvVsRma-night2_res1080_mu500_sigma100_rate586_aqOn.yuv,18,1,1,5,2.0,2,1,4,8,7,2,23.0,26,16,2,1,1,1,1,15,1,7,3,1,25,4,6,8,5,7,1,1,2,1,1,22,65,3,1,1,7.0,2,1,7.255813953488372,EplJuvVsRma-night2,1080p,586,500,On,False,1080p_500,EplJuvVsRma-night2_res2160_mu100000_sigma0_rate100000_aqOn.yuv,8.003134537609819,60.57142857142857,60.67062979014865,53.3156146179402,52.667495252538835
297,CHMA-402_res2160_mu11200_sigma300_rate11337_aqOn.yuv,50,95,46,64,,94,90,84,82,73,96,79.0,96,79,94,82,83,99,93,83,100,82,91,88,69,83,83,75,86,67,76,71,76,100,83,75,90,90,94,100,75.0,100,76,83.14285714285714,CHMA-402,2160p,11337,11200,On,False,2160p_11200,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,81.59169433581059,86.74418604651163,85.89042448886467,3.6013289036544904,4.2987301530540805
298,CHMA-402_res2160_mu3000_sigma300_rate3211_aqOn.yuv,81,73,44,57,,62,35,78,76,82,91,68.0,73,54,65,60,74,70,50,76,74,62,71,75,71,41,68,63,64,69,61,59,84,91,73,56,73,64,93,78,61.0,100,87,69.21428571428571,CHMA-402,2160p,3211,3000,On,False,2160p_3000,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.55539347834032,86.74418604651163,85.89042448886467,17.52990033222592,18.335031010524347
299,CHMA-402_res720_mu1500_sigma300_rate1248_aqOn.yuv,60,38,28,56,67.0,40,33,54,59,53,67,72.0,72,49,45,41,42,89,49,62,36,29,39,76,60,44,52,47,61,61,42,43,74,64,49,67,66,18,44,64,45.0,81,83,53.97674418604651,CHMA-402,720p,1248,1500,On,False,720p_1500,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,52.87552526203064,86.74418604651163,85.89042448886467,32.76744186046512,33.014899226834025
300,CHMA-402_res2160_mu1000_sigma100_rate966_aqOn.yuv,65,26,21,50,23.0,29,10,40,40,38,36,42.0,50,36,4,24,33,44,1,31,5,22,25,48,36,35,27,30,44,18,36,16,32,31,4,26,16,22,25,38,32.0,38,31,29.767441860465116,CHMA-402,2160p,966,1000,On,False,2160p_1000,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,31.113653927354456,86.74418604651163,85.89042448886467,56.97674418604652,54.77677056151021
301,CHMA-402_res1080_mu500_sigma100_rate498_aqOn.yuv,30,26,17,1,10.0,15,1,12,20,48,48,27.0,40,23,2,16,24,1,1,45,5,11,28,20,37,21,27,17,28,23,13,27,35,12,9,16,9,21,17,32,11.0,29,18,20.302325581395348,CHMA-402,1080p,498,500,On,False,1080p_500,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,21.129699840698144,86.74418604651163,85.89042448886467,66.44186046511628,64.76072464816653
302,CHMA-402_res1080_mu1200_sigma100_rate1193_aqOn.yuv,54,49,38,3,,71,29,22,59,55,69,58.0,75,48,49,62,30,78,27,61,23,35,29,75,58,33,36,38,60,48,37,48,68,47,43,22,60,47,57,72,47.0,42,42,47.714285714285715,CHMA-402,1080p,1193,1200,On,False,1080p_1200,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,48.13902259988895,86.74418604651163,85.89042448886467,39.029900332225914,37.751401888975714
303,CHMA-402_res1080_mu5400_sigma300_rate5380_aqOn.yuv,76,98,50,35,91.0,91,68,90,50,83,86,85.0,86,63,74,67,56,98,70,80,100,72,94,64,59,90,81,72,85,61,71,87,75,98,59,45,64,68,70,98,79.0,99,98,76.4186046511628,CHMA-402,1080p,5380,5400,On,False,1080p_5400,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,74.87086932715957,86.74418604651163,85.89042448886467,10.325581395348834,11.0195551617051
304,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,80,99,63,88,92.0,94,70,81,81,82,98,84.0,98,80,94,90,93,99,78,93,100,73,96,97,72,97,96,80,88,89,78,82,94,100,55,57,91,81,86,100,90.0,100,91,86.74418604651163,CHMA-402,2160p,100000,100000,On,False,2160p_100000,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,85.89042448886467,86.74418604651163,85.89042448886467,0.0,0.0
305,CHMA-402_res600_mu800_sigma200_rate557_aqOn.yuv,59,49,20,36,19.0,16,16,27,44,60,51,39.0,61,38,6,52,26,36,21,41,18,26,22,50,38,48,31,38,40,27,24,35,31,26,27,30,36,30,36,33,28.0,58,9,33.906976744186046,CHMA-402,600p,557,800,On,False,600p_800,CHMA-402_res2160_mu100000_sigma0_rate100000_aqOn.yuv,34.95804374796955,86.74418604651163,85.89042448886467,52.83720930232558,50.93238074089512
306,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,89,84,77,56,75.0,90,82,76,83,76,74,79.0,91,49,95,51,89,97,82,87,74,72,80,90,42,66,89,86,81,71,76,83,92,96,88,62,93,98,98,100,51.0,97,86,80.30232558139535,EplJuvVsRma-night1,2160p,100000,100000,On,False,2160p_100000,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,78.56755069111749,80.30232558139535,78.56755069111749,0.0,0.0
307,EplJuvVsRma-night1_res600_mu800_sigma200_rate779_aqOn.yuv,52,31,17,25,33.0,43,10,12,37,55,39,32.0,45,50,20,20,23,28,11,32,21,22,31,46,35,29,44,40,34,27,31,22,34,30,52,49,47,5,37,49,26.0,31,43,32.55813953488372,EplJuvVsRma-night1,600p,779,800,On,False,600p_800,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,33.29558526631673,80.30232558139535,78.56755069111749,47.74418604651163,45.27196542480076
308,EplJuvVsRma-night1_res2160_mu1700_sigma0_rate1700_aqOn.yuv,50,43,13,48,,57,10,36,37,55,36,31.0,68,39,23,26,9,44,29,39,34,46,48,38,35,38,29,54,39,23,24,30,35,27,12,28,31,12,24,58,42.0,18,26,34.38095238095238,EplJuvVsRma-night1,2160p,1700,1700,On,False,2160p_1700,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,35.871220769463704,80.30232558139535,78.56755069111749,45.92137320044297,42.696329921653785
309,EplJuvVsRma-night1_res2160_mu3000_sigma300_rate2520_aqOn.yuv,37,54,39,53,41.0,40,44,15,64,68,38,68.0,59,53,36,33,49,62,31,40,50,24,73,47,50,75,75,52,45,42,54,34,55,23,49,45,44,25,37,49,33.0,44,26,45.93023255813954,EplJuvVsRma-night1,2160p,2520,3000,On,False,2160p_3000,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.45534942009176,80.30232558139535,78.56755069111749,34.372093023255815,31.112201271025732
310,EplJuvVsRma-night1_res1080_mu1200_sigma100_rate1252_aqOn.yuv,55,57,10,45,,38,10,38,43,53,51,,52,40,28,50,35,51,33,53,38,42,37,57,37,54,44,41,36,34,28,27,69,56,42,29,36,20,38,61,28.0,13,32,40.02439024390244,EplJuvVsRma-night1,1080p,1252,1200,On,False,1080p_1200,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,40.40749872433702,80.30232558139535,78.56755069111749,40.27793533749291,38.16005196678047
311,EplJuvVsRma-night1_res1080_mu500_sigma100_rate534_aqOn.yuv,52,10,10,15,,21,1,14,16,44,5,32.0,28,23,6,9,1,10,12,16,9,3,45,18,40,28,25,22,4,1,17,3,25,19,16,23,8,11,15,41,26.0,2,24,17.857142857142858,EplJuvVsRma-night1,1080p,534,500,On,False,1080p_500,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,18.512157858218877,80.30232558139535,78.56755069111749,62.44518272425249,60.05539283289861
312,EplJuvVsRma-night1_res720_mu1500_sigma300_rate1235_aqOn.yuv,46,35,26,41,,38,17,28,41,50,50,50.0,61,37,38,28,27,59,17,50,27,33,41,44,49,62,45,27,44,25,35,23,51,50,37,23,40,26,37,62,39.0,38,53,39.285714285714285,EplJuvVsRma-night1,720p,1235,1500,On,False,720p_1500,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,39.44443194004759,80.30232558139535,78.56755069111749,41.01661129568107,39.123118751069896
313,EplJuvVsRma-night1_res2160_mu11200_sigma300_rate10916_aqOn.yuv,81,48,58,64,67.0,93,79,96,80,83,78,76.0,80,67,92,80,74,96,68,76,71,74,72,51,48,69,86,75,75,56,73,67,90,49,98,55,55,75,71,93,50.0,99,48,72.93023255813954,EplJuvVsRma-night1,2160p,10916,11200,On,False,2160p_11200,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.64796522858497,80.30232558139535,78.56755069111749,7.372093023255815,5.919585462532524
314,EplJuvVsRma-night1_res1080_mu5400_sigma300_rate5567_aqOn.yuv,82,49,44,52,47.0,74,32,88,71,82,59,74.0,85,55,42,52,42,75,76,50,73,72,70,91,59,76,74,63,63,59,60,58,86,25,83,65,52,61,90,73,51.0,45,82,64.23255813953489,EplJuvVsRma-night1,1080p,5567,5400,On,False,1080p_5400,EplJuvVsRma-night1_res2160_mu100000_sigma0_rate100000_aqOn.yuv,63.74583107940637,80.30232558139535,78.56755069111749,16.069767441860463,14.821719611711117
315,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,63,50,74,51,,81,33,49,62,66,41,77.0,54,37,45,60,59,84,50,55,73,60,41,34,38,37,49,55,63,25,53,45,86,39,80,58,76,49,63,86,66.0,76,43,56.80952380952381,HNNA-102,2160p,100000,100000,On,False,2160p_100000,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,56.88349317550658,56.80952380952381,56.88349317550658,0.0,0.0
316,HNNA-102_res1080_mu500_sigma100_rate449_aqOn.yuv,27,26,26,21,9.0,19,7,72,33,30,79,39.0,37,32,7,26,16,21,1,43,10,5,25,14,37,29,43,25,27,7,19,31,12,53,17,40,39,21,30,34,,27,9,26.785714285714285,HNNA-102,1080p,449,500,On,False,1080p_500,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,27.04816747069891,56.80952380952381,56.88349317550658,30.023809523809526,29.83532570480767
317,HNNA-102_res2160_mu11200_sigma300_rate11721_aqOn.yuv,73,63,49,64,31.0,77,51,47,42,67,76,53.0,42,53,41,53,65,87,71,60,49,49,52,58,56,64,50,69,67,44,50,75,90,50,57,56,59,60,62,71,39.0,59,61,58.41860465116279,HNNA-102,2160p,11721,11200,On,False,2160p_11200,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,57.719355716593135,56.80952380952381,56.88349317550658,-1.6090808416389777,-0.8358625410865557
318,HNNA-102_res1080_mu1200_sigma100_rate1218_aqOn.yuv,59,39,51,60,,59,40,26,57,72,64,67.0,62,55,48,51,40,78,50,58,47,37,47,24,41,62,47,50,48,33,45,57,58,66,64,44,79,50,44,62,38.0,38,37,51.285714285714285,HNNA-102,1080p,1218,1200,On,False,1080p_1200,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,51.72159110160252,56.80952380952381,56.88349317550658,5.5238095238095255,5.161902073904059
319,HNNA-102_res1080_mu5400_sigma300_rate5218_aqOn.yuv,50,50,57,63,,72,49,18,68,63,61,79.0,76,60,33,50,71,26,49,37,48,51,52,1,65,74,73,70,72,33,55,58,66,65,80,66,66,32,70,74,63.0,80,76,57.666666666666664,HNNA-102,1080p,5218,5400,On,False,1080p_5400,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,60.28052947008202,56.80952380952381,56.88349317550658,-0.8571428571428541,-3.397036294575443
320,HNNA-102_res2160_mu3000_sigma300_rate2873_aqOn.yuv,69,50,69,58,41.0,67,40,33,45,73,31,,49,48,34,57,34,85,54,44,23,31,38,49,52,83,45,63,68,37,42,63,72,54,79,56,70,63,73,66,,59,82,54.853658536585364,HNNA-102,2160p,2873,3000,On,False,2160p_3000,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.82512159132301,56.80952380952381,56.88349317550658,1.9558652729384463,2.0583715841835684
321,HNNA-102_res600_mu800_sigma200_rate654_aqOn.yuv,58,25,44,58,20.0,53,37,40,60,79,78,57.0,48,60,7,36,34,73,23,48,37,27,49,47,36,59,39,48,48,33,45,58,56,38,54,43,71,35,50,74,38.0,66,16,46.627906976744185,HNNA-102,600p,654,800,On,False,600p_800,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,47.0919581998219,56.80952380952381,56.88349317550658,10.181616832779625,9.791534975684677
322,HNNA-102_res720_mu1500_sigma300_rate1142_aqOn.yuv,59,70,60,56,29.0,67,39,70,66,62,55,51.0,44,54,27,48,49,74,69,37,46,36,54,48,51,56,50,80,45,46,54,79,64,53,79,62,59,43,43,70,27.0,53,73,54.81395348837209,HNNA-102,720p,1142,1500,On,False,720p_1500,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.49705107563259,56.80952380952381,56.88349317550658,1.9955703211517175,2.386442099873989
323,HNNA-102_res2160_mu1000_sigma100_rate941_aqOn.yuv,21,25,14,28,,42,6,31,32,56,34,36.0,37,21,15,17,23,8,4,34,10,7,26,2,38,22,26,25,25,4,21,23,15,8,33,26,6,11,19,33,10.0,27,5,21.571428571428573,HNNA-102,2160p,941,1000,On,False,2160p_1000,HNNA-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,22.742260950013456,56.80952380952381,56.88349317550658,35.23809523809524,34.14123222549313
324,Disney_res2160_mu1000_sigma100_rate870_aqOn.yuv,29,25,25,40,,19,17,29,35,50,59,57.0,55,26,9,26,22,26,28,49,26,31,31,77,42,25,36,32,45,29,11,29,15,35,50,19,7,27,18,55,16.0,10,36,31.61904761904762,Disney,2160p,870,1000,On,False,2160p_1000,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,32.31280219544585,70.30952380952381,70.45638331972314,38.69047619047619,38.1435811242773
325,Disney_res720_mu1500_sigma100_rate1486_aqOn.yuv,64,71,34,56,,35,27,11,52,72,65,,76,50,27,50,36,68,52,61,50,49,59,51,42,39,51,48,46,44,53,28,53,65,55,54,58,32,40,59,34.0,78,62,50.170731707317074,Disney,720p,1486,1500,On,False,720p_1500,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,50.32340011244612,70.30952380952381,70.45638331972314,20.138792102206736,20.13298320727702
326,Disney_res600_mu800_sigma50_rate928_aqOn.yuv,67,64,3,47,25.0,58,25,15,69,43,60,,59,32,19,38,38,48,74,47,32,26,21,79,36,40,35,50,49,46,44,57,41,62,61,40,60,13,47,43,26.0,26,34,42.833333333333336,Disney,600p,928,800,On,False,600p_800,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.65703318147663,70.30952380952381,70.45638331972314,27.476190476190474,26.799350138246517
327,Disney_res1080_mu5400_sigma300_rate4925_aqOn.yuv,68,67,53,79,72.0,67,59,70,73,80,98,83.0,74,43,40,52,50,44,69,70,80,71,54,77,61,70,76,73,50,25,57,83,78,72,100,65,69,74,44,85,56.0,69,79,66.95348837209302,Disney,1080p,4925,5400,On,False,1080p_5400,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,66.82133912025986,70.30952380952381,70.45638331972314,3.3560354374307906,3.6350441994632803
328,Disney_res1080_mu1200_sigma100_rate1108_aqOn.yuv,47,74,38,40,20.0,52,1,32,44,60,56,67.0,57,26,12,42,16,31,24,42,14,45,55,43,35,47,51,51,46,39,36,43,30,63,60,47,74,51,47,71,25.0,30,81,43.372093023255815,Disney,1080p,1108,1200,On,False,1080p_1200,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,44.11992816594652,70.30952380952381,70.45638331972314,26.937430786267996,26.336455153776626
329,Disney_res2160_mu3000_sigma300_rate2951_aqOn.yuv,42,69,36,57,58.0,41,30,22,50,66,80,68.0,73,66,12,35,64,37,26,57,49,66,54,47,53,43,43,53,41,54,44,57,58,74,54,55,76,62,53,66,49.0,100,82,54.0,Disney,2160p,2951,3000,On,False,2160p_3000,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,54.04912746153185,70.30952380952381,70.45638331972314,16.30952380952381,16.40725585819129
330,Disney_res1080_mu500_sigma100_rate311_aqOn.yuv,33,12,10,32,,16,18,19,19,29,45,50.0,39,14,5,46,14,10,2,33,1,3,19,36,34,52,13,29,24,19,14,5,21,25,14,28,20,26,4,55,9.0,1,19,21.833333333333332,Disney,1080p,311,500,On,False,1080p_500,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,23.0397892624392,70.30952380952381,70.45638331972314,48.47619047619048,47.416594057283945
331,Disney_res2160_mu11200_sigma300_rate11453_aqOn.yuv,71,49,76,78,99.0,55,64,37,74,78,68,81.0,90,69,48,56,85,50,68,73,88,67,66,74,65,80,81,75,62,45,75,76,74,75,76,68,64,76,73,100,65.0,86,88,71.34883720930233,Disney,2160p,11453,11200,On,False,2160p_11200,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72.31860024530516,70.30952380952381,70.45638331972314,-1.0393133997785213,-1.8622169255820182
332,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69,99,76,57,59.0,90,66,72,68,71,88,,78,66,66,60,52,49,64,64,86,73,50,70,66,75,80,68,73,44,65,74,80,83,85,64,80,64,44,94,67.0,68,86,70.30952380952381,Disney,2160p,100000,100000,On,False,2160p_100000,Disney_res2160_mu100000_sigma0_rate100000_aqOn.yuv,70.45638331972314,70.30952380952381,70.45638331972314,0.0,0.0
333,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,72,50,32,65,79.0,89,44,24,62,40,74,51.0,81,68,62,74,80,76,64,71,90,58,74,93,55,68,75,72,49,58,65,75,92,83,88,26,60,77,81,90,,92,45,67.23809523809524,MOLV-102,2160p,100000,100000,On,False,2160p_100000,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,67.26198009446833,67.23809523809524,67.26198009446833,0.0,0.0
334,MOLV-102_res2160_mu1000_sigma100_rate1035_aqOn.yuv,49,48,39,61,,24,33,49,39,49,61,51.0,48,43,23,44,26,68,29,27,37,27,46,66,47,55,35,51,35,16,36,40,58,64,42,70,51,24,60,44,40.0,57,32,43.904761904761905,MOLV-102,2160p,1035,1000,On,False,2160p_1000,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,43.04435321705043,67.23809523809524,67.26198009446833,23.333333333333336,24.2176268774179
335,MOLV-102_res2160_mu3000_sigma300_rate3214_aqOn.yuv,80,74,78,64,72.0,74,64,82,69,68,88,68.0,78,65,39,76,61,83,75,76,83,70,44,82,63,70,57,70,72,68,52,85,76,91,92,56,56,56,85,68,85.0,37,49,69.79069767441861,MOLV-102,2160p,3214,3000,On,False,2160p_3000,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,69.80759850781985,67.23809523809524,67.26198009446833,-2.552602436323369,-2.5456184133515194
336,MOLV-102_res720_mu1500_sigma300_rate1598_aqOn.yuv,82,100,59,70,74.0,69,42,20,76,59,93,70.0,83,49,30,54,32,83,97,49,49,49,41,60,57,78,49,68,75,39,55,73,64,92,82,33,71,55,81,67,63.0,79,84,64.06976744186046,MOLV-102,720p,1598,1500,On,False,720p_1500,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,64.24084375458608,67.23809523809524,67.26198009446833,3.1683277962347773,3.021136339882247
337,MOLV-102_res1080_mu500_sigma100_rate385_aqOn.yuv,36,25,10,37,10.0,30,8,23,21,49,33,,26,28,4,29,13,23,4,49,39,6,42,49,43,19,26,22,27,2,6,17,37,27,47,27,41,26,37,38,11.0,1,17,25.357142857142858,MOLV-102,1080p,385,500,On,False,1080p_500,MOLV-102_res2160_mu100000_sigma0_rate100000_aqOn.yuv,25.416552926287103,67.23809523809524,67.26198009446833,41.88095238095238,41.845427168181224
